PROTEIN;TOTAL_FAT;CARBS;ENERGY;FIBER;SATURATED_FAT;SUGARS;NUTRI_SCORE;CLASSIFICATION
4.17;20.83;70.83;458;4.2;14.58;41.67;0;FALSE
25;17.86;3.57;286;0;12.5;3.57;3.232;FALSE
25;17.86;3.57;286;0;10.71;0;4.215;FALSE
0;10;6.67;133;6.7;0;0;5.30675;FALSE
1.41;2.82;28.17;141;0;1.41;16.9;2.00675;FALSE
3.12;6.25;42.19;234;1.6;3.91;17.19;1.5485;FALSE
2.08;16.67;35.42;292;0;6.25;18.75;0;FALSE
25;46.43;21.43;571;7.1;7.14;7.14;2.52825;FALSE
0;0;5.42;21;0;0;5;4.24475;FALSE
21.43;28.57;3.57;357;0;17.86;0;0.80325;FALSE
3.12;0;68.75;312;0;0;43.75;0;FALSE
25;28.57;3.57;357;0;17.86;0;1.33875;FALSE
33.33;13.33;38.33;383;0;10;5;5.32075;FALSE
25;27.5;40;475;5;7.5;17.5;2.38125;FALSE
23;25;1;320;0;19;0;1.12;FALSE
9.17;8.33;30;225;3.3;3.33;0.83;5.18925;FALSE
0.8;4.8;8;80;0;0.8;0.8;4.3;FALSE
25;17.86;3.57;286;0;10.71;0;4.215;FALSE
0;0;3.57;0;0;0;0;5;FALSE
25;50;21.43;571;7.1;7.14;3.57;2.70675;FALSE
4.42;1.33;14.16;80;2.7;0;1.77;5.7845;FALSE
0;53.33;10;500;0;6.67;6.67;0;FALSE
0;0;0;0;0;0;0;5;FALSE
7.14;32.14;64.29;500;7.1;7.14;3.57;1.8315;FALSE
4.29;4.29;31.43;186;0;0.71;2.86;4.5615;FALSE
2.94;26.47;64.71;529;2.9;20.59;35.29;0;FALSE
2.94;20.59;70.59;500;2.9;10.29;32.35;0;FALSE
3.33;26.67;6.67;267;0;5;3.33;1.01625;FALSE
0;10;34.29;229;0;1.43;31.43;0;FALSE
3.33;53.33;6.67;500;0;10;3.33;0;FALSE
3.33;53.33;3.33;500;0;10;3.33;0;FALSE
3.33;53.33;3.33;500;0;8.33;3.33;0;FALSE
0;31.25;21.88;375;0;4.69;21.88;0;FALSE
0;15.15;30.3;273;0;3.03;27.27;0;FALSE
0;46.67;3.33;467;0;8.33;3.33;0;FALSE
8.82;26.47;50;471;5.9;11.76;26.47;0;FALSE
3.23;22.58;9.68;258;3.2;4.84;6.45;1.6245;FALSE
8.82;26.47;50;471;8.8;11.76;26.47;0;FALSE
0;46.88;18.75;500;0;7.81;18.75;0;FALSE
14.29;42.86;42.86;571;10.7;8.93;21.43;0;FALSE
8.82;35.29;44.12;500;5.9;14.71;23.53;0;FALSE
14.71;26.47;41.18;441;5.9;7.35;23.53;0.26225;FALSE
17.5;57.5;20;625;7.5;7.5;2.5;0.96875;FALSE
3.33;2.08;5;50;0;1.25;5;4.2165;FALSE
3.33;0;5;33;0;0;5;4.74125;FALSE
13.79;44.83;31.03;552;6.9;15.52;17.24;0;FALSE
7.14;39.29;35.71;532;7.1;25;28.57;0;FALSE
7.37;7.37;13.14;147;1.3;1.92;1.6;4.87175;FALSE
3.53;0.59;5.88;35;2.4;0;1.18;5.76475;FALSE
13.27;21.24;13.27;301;0.9;3.54;9.73;2.62675;FALSE
10;0;55;250;0;0;0;6.4375;TRUE
7.14;35.71;53.57;571;7.1;1.79;0;3.32975;FALSE
3.33;3.33;5;62;0;1.88;5;3.931;FALSE
13.79;41.38;31.03;517;6.9;15.52;17.24;0;FALSE
4.55;21.21;54.55;439;3;13.64;27.27;0;FALSE
4.17;0;6.25;42;0;0;5.83;4.7405;FALSE
1.67;0;4.17;21;2.5;0;0;5.74525;FALSE
8.25;14.43;55.67;381;2.1;7.22;4.12;2.69625;FALSE
1;10;25;200;1;7;21;0;FALSE
2;11;24;210;2;7;19;0;FALSE
3.33;3.33;5;62;0;1.88;5;3.931;FALSE
3.33;2.08;5;50;0;1.25;5;4.2165;FALSE
3.42;0.68;12.76;68;2.5;0;0.91;5.7915;FALSE
2.25;0;10.11;45;7.9;0;0;6.90625;TRUE
2.42;0.72;10.63;58;1;0.48;7.73;4.197;FALSE
2.42;0.72;10.63;58;1;0.48;7.73;4.197;FALSE
17.86;21.43;7.14;286;0;14.29;0;1.892;FALSE
0;0;20.34;76;0;0;19.49;2.0575;FALSE
3.66;9.76;30.49;220;1.2;0.61;2.44;4.2395;FALSE
4.76;0;78.57;333;0;0;57.14;0;FALSE
5.38;1.15;17.69;100;5.4;0.38;4.62;5.959;FALSE
0;0;80;300;0;0;0;4.925;FALSE
0;18.75;6.25;219;0;6.25;0;1.50775;FALSE
2.5;0;77.5;325;5;0;72.5;0;FALSE
0;0;72.73;273;0;0;0;4.93175;FALSE
2.5;0;77.5;325;5;0;72.5;0;FALSE
6.67;26.67;66.67;467;6.7;16.67;53.33;0;FALSE
0;12.5;6.25;156;0;3.12;0;2.931;FALSE
6.67;26.67;66.67;467;6.7;16.67;53.33;0;FALSE
1.01;1.52;23.23;111;0;0;18.18;2.24475;FALSE
6.15;1.15;19.23;108;4.6;0;8.46;5.4315;FALSE
1.01;1.52;20.2;91;0;0;15.15;2.70425;FALSE
2.5;0;65;275;5;0;32.5;1.43125;FALSE
0;93.33;0;867;0;13.33;0;0;FALSE
4.62;1.15;22.31;115;3.8;0;8.46;5.04025;FALSE
1.01;1.52;23.23;111;0;0;18.18;2.24475;FALSE
0;93.33;0;867;0;13.33;0;0;FALSE
0;16.67;0;167;0;3.33;0;2.45875;FALSE
1.01;1.52;23.23;111;0;0;18.18;2.24475;FALSE
2.02;0;18.18;81;1;0;13.13;3.51325;FALSE
0.88;0;13.27;53;2.7;0;10.62;4.06575;FALSE
0;93.33;0;867;0;13.33;0;0;FALSE
0;16.67;0;167;0;3.33;0;2.45875;FALSE
2.02;1.52;23.23;111;0;0;18.18;2.39625;FALSE
2.02;1.52;21.21;101;1;0;15.15;3.05325;FALSE
0;16.67;6.67;167;0;3.33;0;2.45875;FALSE
4.62;0.77;23.08;115;5.4;0;8.46;5.39825;FALSE
0;0.77;16.15;92;4.6;0.38;0;5.725;FALSE
4.62;0.77;23.08;115;5.4;0;8.46;5.39825;FALSE
4.62;1.15;22.31;115;3.8;0;8.46;5.04025;FALSE
6.15;0;16.92;92;4.6;0;0;6.8195;TRUE
5.38;0.77;15.38;85;5.4;0;0;6.78875;TRUE
5.38;0.77;24.62;123;4.6;0;10.77;5.00375;FALSE
5.38;0;16.15;85;5.4;0;0;6.86575;TRUE
5.38;0;13.85;77;3.1;0;0;6.40775;TRUE
4.29;12.86;47.14;300;0;4.29;30;0;FALSE
8;18;68;480;4;6;36;0;FALSE
0;0;12.92;50;0;0;10.83;3.363;FALSE
3.92;11.76;17.65;186;0;7.84;14.71;0.199;FALSE
2.8;13.99;14.69;196;1.4;3.5;2.1;3.062;FALSE
4.23;7.04;47.89;268;2.8;1.41;28.17;0.8455;FALSE
21.43;50;21.43;571;14.3;3.57;3.57;4.50375;FALSE
2.63;0;60.53;237;2.6;0;55.26;0;FALSE
8.06;4.03;72.58;371;1.6;1.61;9.68;4.17875;FALSE
12.5;7.5;67.5;375;10;1.25;2.5;7.34375;TRUE
20;27.5;45;475;15;15;20;1.38125;FALSE
0;0;3.57;18;3.6;0;0;5.7155;FALSE
3.27;2.04;6.94;61;1.2;0.61;1.22;5.17575;FALSE
0.91;2.73;7.97;59;0.9;0.46;3.42;4.40075;FALSE
2.73;1.59;10.02;64;1.4;0.34;0.91;5.293;FALSE
3.33;15;10;167;6.7;1.67;0;4.88025;FALSE
2.82;15.49;59.15;380;0;4.93;42.25;0;FALSE
4.88;0;75.61;317;0;0;56.1;0;FALSE
5;0;72.5;300;0;0;50;0;FALSE
4.76;0;78.57;333;0;0;57.14;0;FALSE
5;0;75;325;0;0;55;0;FALSE
0;0;13.27;53;0.9;0;12.39;3.30825;FALSE
5.08;7.63;45.76;271;1.7;4.24;22.03;0.90675;FALSE
16.67;23.33;56.67;500;10;6.67;3.33;4.8755;FALSE
0;33.33;0;333;0;23.33;0;0;FALSE
2.82;23.94;53.52;437;0;8.45;42.25;0;FALSE
3.33;23.33;63.33;467;3.3;15;53.33;0;FALSE
23;25;1;320;0;19;0;1.12;FALSE
1.76;1.54;5.29;40;0.4;0;0.88;5.048;FALSE
1.6;0;14.4;64;0.8;0;8.8;4.064;FALSE
0.8;4.8;7.2;72;0.8;0.8;0.8;4.462;FALSE
1.6;6.4;8;96;0;1.6;0.8;4.056;FALSE
5;30;55;500;0;20;20;0;FALSE
2.5;0;80;325;7.5;0;57.5;0;FALSE
5.26;15.79;56.14;386;3.5;7.02;24.56;0;FALSE
4.17;16.67;47.92;333;6.2;2.08;25;0.84525;FALSE
4;14;60;380;6;7;32;0;FALSE
3.53;9.41;22.35;188;4.7;2.94;10.59;3.158;FALSE
3.57;17.86;50;375;1.8;8.04;26.79;0;FALSE
6;17;4;190;1;2;2;3.5525;FALSE
6.67;0;22.22;356;0;0;0;5.9115;FALSE
5.38;0.77;15.38;85;5.4;0;0;6.78875;TRUE
6.67;10;73.33;400;0;0;0;4.9005;FALSE
0;0;0;0;0;0;0;5;FALSE
8.79;6.59;48.35;264;8.8;2.2;2.2;6.4735;TRUE
0;0;0;0;0;0;0;5;FALSE
0;0;0;0;0;0;0;5;FALSE
0;0;60;267;0;0;53.33;0;FALSE
5;0;75;325;0;0;55;0;FALSE
3.57;25;64.29;500;3.6;14.29;0;0.058;FALSE
8.89;15.56;60;422;2.2;7.78;4.44;2.501;FALSE
13.86;7.83;20.48;211;1.2;3.01;1.2;5.55075;FALSE
0.28;0;3.38;14;0;0;2.25;4.701;FALSE
14.29;42.86;42.86;571;0;7.14;0;0.92975;FALSE
9.47;1.05;55.79;274;4.2;0.53;11.58;5.2175;FALSE
5.29;0.88;2.94;41;0.6;0.59;0.59;5.57925;FALSE
0;0;11.67;46;0;;11.67;3.238;FALSE
0;0;11.25;46;0;;11.25;3.301;FALSE
0;0;13.33;54;0;0;13.33;2.987;FALSE
0.42;0;17.92;71;1.2;0;7.08;4.22325;FALSE
3.33;0;10;67;0;0;6.67;4.48225;FALSE
0;0;13.75;54;0;;13.33;2.987;FALSE
3.74;11.21;23.36;215;0.9;7.48;19.63;0;FALSE
6.25;18.75;68.75;469;3.1;12.5;43.75;0;FALSE
23.21;0;1.79;107;0;0;0;8.45475;TRUE
3.45;24.14;72.41;483;0;6.9;44.83;0;FALSE
14.29;14.29;57.14;429;14.3;0;0;8.46725;TRUE
1;13;24;220;1;8;19;0;FALSE
7.14;21.43;25;286;3.6;3.57;14.29;1.5405;FALSE
4.44;20;51.11;422;0;4.44;28.89;0;FALSE
0;30;66.67;533;6.7;26.67;60;0;FALSE
6.78;6.36;11.02;131;2.1;2.54;1.69;4.87975;FALSE
1;12;24;210;1;8;18;0;FALSE
12.12;27.27;51.52;485;6.1;4.55;39.39;0;FALSE
2.5;27.5;67.5;500;2.5;22.5;62.5;0;FALSE
1;13;24;220;1;8;19;0;FALSE
12.5;1.79;75;357;3.6;0;1.79;7.05825;TRUE
3.54;1.77;20.35;115;0;0.88;15.04;2.84925;FALSE
0.71;0;13.57;57;2.9;0;9.29;4.27875;FALSE
25;32.14;3.57;393;0;17.86;0;0.97275;FALSE
3.33;0;80;333;0;0;63.33;0;FALSE
0;0;0;0;0;0;0;5;FALSE
6.67;13.33;73.33;467;3.3;3.33;6.67;3.37775;FALSE
0;0;7.94;33;0;0;7.94;3.80075;FALSE
1.64;0;4.92;25;1.6;0;3.28;5.06775;FALSE
3.33;3.33;5;62;0;1.88;5;3.931;FALSE
9.74;5.19;24.68;188;1.3;2.6;0.65;5.4075;FALSE
13.33;5.56;64.44;378;6.7;0;4.44;7.023;TRUE
0.83;0;4.17;21;0.4;0;2.5;4.82425;FALSE
0.81;0;12.9;48;0.8;0;12.1;3.4545;FALSE
19.72;13.38;2.82;218;0.7;6.34;0;5.1205;FALSE
12.5;3.75;77.5;350;12.5;0;17.5;6.2875;TRUE
0;0;6.67;33;3.3;;3.33;5.15225;FALSE
5.88;21.18;61.18;435;2.4;10.59;36.47;0;FALSE
0;0;43.33;167;0;0;36.67;0;FALSE
1.79;19.64;53.57;411;1.8;8.93;32.14;0;FALSE
3.33;18.33;51.67;383;0;8.33;30;0;FALSE
22.86;2.86;62.86;286;17.1;0;2.86;10;TRUE
3.33;18.33;51.67;383;0;8.33;25;0;FALSE
6;2.5;54;260;5;1;0;6.335;TRUE
7.14;16.67;69.05;452;4.8;2.38;26.19;0.7275;FALSE
3.57;25;60.71;500;7.1;21.43;7.14;0;FALSE
3.57;17.86;51.79;393;0;8.04;26.79;0;FALSE
17.86;14.29;3.57;214;0;5.36;0;4.8565;FALSE
3.57;16.07;58.93;393;1.8;7.14;33.93;0;FALSE
6.67;30;53.33;500;10;13.33;0;1.543;FALSE
3.33;18.33;51.67;400;0;8.33;26.67;0;FALSE
7.69;3.85;71.79;359;2.6;0.51;12.82;4.14825;FALSE
6;4.5;12;110;2;0.5;5;4.9475;FALSE
0;0;10.69;41;0;0;7.24;3.90375;FALSE
2.38;7.14;15.48;131;0;1.19;0;4.31275;FALSE
8.11;21.62;64.86;514;2.7;13.51;40.54;0;FALSE
9.68;38.71;41.94;548;6.5;3.23;6.45;1.969;FALSE
0.83;1.25;9.58;46;0.8;0.21;7.92;3.9075;FALSE
0;6.67;6.67;100;3.3;0;3.33;4.4685;FALSE
22.73;31.82;4.55;409;0;20.45;0;0.01275;FALSE
3.53;1.18;14.71;82;0;0.59;10.59;3.655;FALSE
7.5;20;37.5;350;2.5;3.75;2.5;3.225;FALSE
2.63;13.16;35.09;263;0.9;6.14;12.28;0.81575;FALSE
5.26;21.05;61.4;421;3.5;12.28;40.35;0;FALSE
35.71;7.14;39.29;357;3.6;1.79;32.14;5.00475;FALSE
18.75;0.89;0.89;80;0;0;0;7.7035;TRUE
1;0;9;34;1;0;2;5.0415;FALSE
3.57;32.14;60.71;536;7.1;14.29;7.14;0;FALSE
7.14;28.57;57.14;536;3.6;3.57;0;2.9075;FALSE
2.33;5.81;44.19;233;0;3.49;30.23;0;FALSE
3.57;7.14;32.14;214;3.6;0;21.43;2.2735;FALSE
25;30;0;350;0;20;0;0.6625;FALSE
1.61;8.06;6.45;113;0;2.42;3.23;3.31775;FALSE
3.51;19.3;36.84;368;1.8;4.39;24.56;0;FALSE
22.73;31.82;4.55;409;0;20.45;0;0.01275;FALSE
8;10;46;320;2;2;4;4.42;FALSE
4.62;0.77;19.23;108;3.8;0;1.54;6.118;TRUE
4.65;13.95;62.79;395;2.3;3.49;34.88;0;FALSE
8.11;5.41;75.68;378;5.4;0;35.14;1.39;FALSE
0;0.45;12.5;54;2.7;0;8.04;4.2755;FALSE
52.63;26.32;0;474;0;7.89;0;8.1715;TRUE
2.53;12.63;9.09;182;1;2.27;0.51;3.627;FALSE
0;0;65;250;0;0;60;0;FALSE
10.71;0;9.29;86;0;0;7.14;5.514;FALSE
11.11;1.11;71.11;356;8.9;0;2.22;7.9135;TRUE
2.63;23.68;55.26;447;2.6;6.58;34.21;0;FALSE
7.06;14.12;25.88;259;0.3;3.53;1.18;3.58275;FALSE
7.5;37.5;50;525;7.5;15;37.5;0;FALSE
2;26;56;460;0;7;38;0;FALSE
20;50;20;567;13.3;3.33;3.33;4.18625;FALSE
18.31;14.79;3.52;225;1.4;6.34;0.7;4.80125;FALSE
23.33;46.67;23.33;567;10;6.67;6.67;3.02275;FALSE
8.85;15.04;14.16;230;0.9;2.65;8.85;2.956;FALSE
11.27;9.86;2.82;148;0;2.11;2.11;4.8235;FALSE
20.42;15.49;2.82;232;1.4;6.34;0;5.151;FALSE
17.61;15.49;4.23;225;1.4;6.34;0;4.73125;FALSE
6.67;36.67;20;433;10;3.33;0;3.39275;FALSE
4.17;27.08;56.25;479;2.1;16.67;31.25;0;FALSE
2.65;0.88;22.12;106;1.8;0;8.85;4.3155;FALSE
13.27;21.24;13.27;301;0.9;3.54;9.73;2.62675;FALSE
0;0;16.67;67;1.1;0;13.33;3.20375;FALSE
4.71;3.53;8.82;82;0;2.06;6.47;3.8475;FALSE
9.02;6.77;31.58;226;1.5;2.63;3.76;4.698;FALSE
5.71;10;37.14;257;2.9;1.43;5.71;4.15825;FALSE
0;0;6.67;33;3.3;;3.33;5.15225;FALSE
7.89;26.32;55.26;474;2.6;10.53;36.84;0;FALSE
10.64;3.19;46.81;255;6.4;0;6.38;6.53625;TRUE
0;0;16.67;63;0.8;0;13.49;3.12075;FALSE
3.57;7.14;28.57;179;3.6;5.36;17.86;1.47775;FALSE
5.34;11.45;38.93;282;1.5;4.58;25.19;0;FALSE
2.08;12.5;64.58;375;2.1;6.25;50;0;FALSE
2.82;16.9;56.34;394;1.4;5.63;40.85;0;FALSE
5.6;13.6;39.2;304;1.6;5.6;24;0;FALSE
5.69;10.57;17.89;203;0.8;4.88;0.81;3.56425;FALSE
8.11;14.86;16.22;216;1.4;6.08;1.35;3.234;FALSE
8.33;0;52.78;250;2.8;0;2.78;6.33;TRUE
10;2.5;52.5;275;2.5;0;7.5;5.55625;FALSE
2.44;7.32;34.15;207;0;5.49;20.73;0.10025;FALSE
1.96;4.9;21.57;118;5.9;3.92;7.84;3.7985;FALSE
2.5;5.62;31.25;188;0;4.38;17.5;1.046;FALSE
0.84;1.68;8.4;50;1.7;0;4.2;4.6555;FALSE
1.3;1.95;10.39;65;3.9;0;2.6;5.37375;FALSE
12.18;9.6;6.79;162;1.6;2.34;2.34;5.2105;FALSE
10.96;9.65;5.48;156;1.1;3.73;2.41;4.566;FALSE
18.88;9.87;1.72;176;0;4.72;0.43;5.5565;FALSE
3;0;0.2;14;0;0;0;5.4465;FALSE
3;0;0.2;14;0;0;0;5.4465;FALSE
3;0;0.2;14;0;0;0;5.4465;FALSE
6.45;16.13;6.45;194;0;11.29;3.23;0.999;FALSE
3.54;6.19;31.86;195;0.9;0.88;11.5;3.09825;FALSE
25;32.14;0;393;0;16.07;0;1.42025;FALSE
0;0;66.67;167;0;0;0;4.95825;FALSE
3.33;16.67;70;433;6.7;0;30;0.56425;FALSE
0;71.43;14.29;643;0;42.86;7.14;0;FALSE
20.41;53.06;20.41;592;12.2;4.08;4.08;3.4155;FALSE
3.75;3.12;47.5;250;6.2;0;8.75;5.1155;FALSE
13.7;9.59;25;236;2.1;3.08;4.45;5.0195;FALSE
16.07;1.79;3.57;107;0;0;1.79;6.93625;TRUE
3.33;16.67;76.67;433;0;13.33;63.33;0;FALSE
6.5;1.5;28;150;2;0.25;0.5;6.05;TRUE
6.15;1.54;16.92;108;4.6;0.77;0.77;6.3535;TRUE
7.14;0;75;357;7.1;0;3.57;6.86625;TRUE
3.75;0;5.42;38;0;0;5;4.803;FALSE
35.71;1.79;28.57;250;3.6;0;25;7.085;TRUE
2.78;11.11;61.11;361;2.8;5.56;47.22;0;FALSE
0;0;3.57;18;0;0;0;4.9955;FALSE
17.86;50;32.14;643;3.6;8.93;3.57;0.47025;FALSE
1.6;0;4.8;24;0.8;0;4;4.794;FALSE
21.43;54.76;19.05;619;9.5;5.95;4.76;2.28225;FALSE
6;19;10;230;2;4.5;2;2.9175;FALSE
3.57;35.71;57.14;536;3.6;5.36;3.57;0.675;FALSE
3.33;2.67;11.33;67;5.3;0;2.67;5.87525;FALSE
35.71;1.79;28.57;250;0;0;28.57;5.8295;FALSE
14.29;9.29;16.43;207;0.4;2.86;13.57;3.49225;FALSE
9.68;29.03;54.84;516;3.2;8.06;45.16;0;FALSE
1.67;0;5;42;1.7;0;0.83;5.4555;FALSE
4.62;0;13.85;77;3.8;0;0.77;6.31825;TRUE
19.05;35.71;11.9;405;4.8;4.76;2.38;3.59825;FALSE
22.54;2.82;1.41;127;0;0;0;8.06725;TRUE
13.1;7.14;19.05;202;1.2;1.19;5.95;5.2505;FALSE
8.89;2.22;77.78;378;4.4;;;6.897;TRUE
0;16.67;22.22;278;0;16.67;11.11;0;FALSE
0.42;0;13.75;58;0;;13.75;2.986;FALSE
13.1;7.14;19.05;202;1.2;1.19;4.76;5.429;FALSE
7.14;39.29;46.43;571;7.1;21.43;28.57;0;FALSE
8.47;6.36;8.47;127;1.7;2.54;1.27;5.11725;FALSE
0;0;8.43;36;3.6;0;2.41;5.3495;FALSE
0.41;0;0.41;4;0;0;0;5.0605;FALSE
2.35;0;7.06;41;2.4;0;2.35;5.46975;FALSE
8;2.67;10;93;0.7;1.33;9.33;4.31775;FALSE
2.63;15.79;71.05;447;0;10.53;50;0;FALSE
7.14;39.29;50;571;7.1;21.43;28.57;0;FALSE
14.29;10.71;67.86;393;10.7;0;7.14;7.04325;TRUE
6.06;27.27;57.58;394;3;15.15;9.09;0;FALSE
20;43.33;30;567;10;5;6.67;3.27475;FALSE
25;28.57;3.57;393;0;17.86;0;1.32975;FALSE
21.43;0.89;1.79;98;0;0.45;0.89;7.855;TRUE
20.54;7.14;0.89;161;0;1.79;0.89;6.74575;TRUE
4.62;0.77;13.08;77;3.8;0;0.77;6.24125;TRUE
14.29;32.14;46.43;500;7.1;7.14;32.14;0;FALSE
5.75;0;13.79;80;4.6;0;4.6;6.0725;TRUE
8.71;2.07;15.77;120;3.3;0.17;1.66;6.438;TRUE
4.12;20.59;32.35;337;1;13.24;29.41;0;FALSE
2.61;12.17;28.7;235;0;7.83;26.96;0;FALSE
3.81;9.52;36.19;238;0;5.71;20;0.1325;FALSE
1.18;0;3.53;18;1.2;0;2.35;5.06;FALSE
8;2.67;10;93;0.7;1.33;9.33;4.31775;FALSE
8;2.67;10;93;0.7;1.33;9.33;4.31775;FALSE
0;77.78;0;667;0;11.11;0;0;FALSE
4.23;14.08;46.48;324;2.8;4.93;29.58;0;FALSE
8;2.67;10;93;0;1.33;9.33;4.17775;FALSE
3.29;1.65;7.06;56;1.6;0.35;1.65;5.2995;FALSE
2.5;11.25;23.75;200;2.5;1.25;0;4.3875;FALSE
4.63;12.96;49.07;333;0.9;8.33;37.96;0;FALSE
0;0;20;100;0;0;20;1.975;FALSE
15.29;27.06;2.35;318;0;9.41;2.35;1.803;FALSE
0;0;28.75;112;0;0;26.25;1.0345;FALSE
25;27.5;40;450;5;7.5;17.5;2.3875;FALSE
53.57;1.79;14.29;286;3.6;0;7.14;10;TRUE
4.26;17.02;55.32;383;2.1;3.19;34.04;0;FALSE
15.18;8.04;24.11;232;0.9;1.34;0;6.26;TRUE
4.39;19.3;39.47;342;0.9;10.53;26.32;0;FALSE
18.52;8.33;64.81;389;9.3;0.93;20.37;5.41975;FALSE
6.45;38.71;48.39;581;3.2;25.81;45.16;0;FALSE
2;26;56;460;0;7;38;0;FALSE
5.08;2.54;42.37;203;5.1;0;0;6.47725;TRUE
13.21;2.83;41.51;170;18.9;0;0;10;TRUE
13;14;8;220;0;2.5;7;3.82;FALSE
3.33;33.33;6.67;333;0.8;13.33;3.33;0;FALSE
3.33;2.17;6.67;50;0;1.33;6.67;3.937;FALSE
3.45;18.97;53.45;397;0;5.17;27.59;0;FALSE
4.17;16.67;62.5;417;2.1;10.42;45.83;0;FALSE
2.17;15.22;69.57;413;2.2;5.43;47.83;0;FALSE
6.67;13.33;70;433;3.3;0;6.67;4.21875;FALSE
2.17;13.04;63.04;370;0;6.52;39.13;0;FALSE
6.67;10;73.33;400;0;0;0;4.9005;FALSE
40;30;0;400;0;20;0;2.9;FALSE
4.42;7.08;63.72;345;2.7;0.88;0.88;5.05675;FALSE
10.71;1.79;46.43;250;0;0;3.57;5.8295;FALSE
3.12;9.38;17.19;172;1.6;0.78;1.56;4.378;FALSE
9.09;2.27;45.45;205;9.1;0;4.55;7.22275;TRUE
21.43;8.93;0;161;0;1.79;0;6.83375;TRUE
1.6;3.6;7.2;64;1.6;0.4;4;4.484;FALSE
7.14;25;57.14;500;3.6;1.79;3.57;3.183;FALSE
3.75;11.25;56.25;325;2.5;0.62;37.5;0;FALSE
20;53.33;20;600;10;5;3.33;2.7675;FALSE
0;0;0;278;0;0;0;4.9305;FALSE
1.97;2.63;6.14;56;2.2;0.44;1.32;5.1505;FALSE
10.71;0;71.43;357;3.6;0;0;7.23725;TRUE
2.22;14.44;66.67;400;1.1;6.67;48.89;0;FALSE
4.49;16.85;41.57;326;1.1;8.99;28.09;0;FALSE
6.67;23.33;73.33;500;2;10;26.67;0;FALSE
7.94;14.29;73.02;444;6.3;1.59;23.81;1.942;FALSE
0.78;0.78;6.25;35;1.6;0;3.91;4.76375;FALSE
7.77;9.54;15.55;184;1.1;3.18;6.36;3.6365;FALSE
16.67;33.33;40;533;6.7;6.67;30;0;FALSE
19.64;1.79;0;89;0;0;0;7.74475;TRUE
7.14;35.71;53.57;536;3.6;3.57;0;2.1935;FALSE
7.14;35.71;50;571;3.6;7.14;3.57;0.75675;FALSE
9.68;3.23;51.61;258;3.2;0;6.45;5.737;FALSE
6.45;29.03;61.29;516;3.2;16.13;58.06;0;FALSE
7.14;21.43;64.29;500;7.1;3.57;0;4.3305;FALSE
10.71;25;53.57;429;7.1;7.14;35.71;0;FALSE
4.35;21.74;69.57;478;4.3;13.04;47.83;0;FALSE
3.53;17.64;67.02;459;0;8.82;38.8;0;FALSE
7.14;25;60.71;500;3.6;10.71;7.14;0.4175;FALSE
3.33;16.67;6.67;167;3.3;13.33;0;1.11825;FALSE
4.42;5.31;62.83;319;1.8;0.44;0.88;5.17025;FALSE
6.75;7.06;19.63;169;0.9;3.07;9.51;3.25025;FALSE
4.9;14.71;13.73;206;0.5;4.9;2.94;2.6465;FALSE
10.91;14.55;69.09;436;9.1;1.82;18.18;3.7105;FALSE
4.35;21.74;73.91;522;8.7;8.7;39.13;0;FALSE
10;8.46;18.46;185;1.5;3.85;2.31;4.59875;FALSE
6.25;46.88;43.75;625;3.1;34.38;40.62;0;FALSE
15.5;3.1;16.28;155;0.8;0.39;4.65;6.34125;TRUE
23.33;46.67;20;567;10;6.67;0;4.02325;FALSE
2.94;17.65;67.65;441;2.9;11.76;55.88;0;FALSE
20;4;60;360;10;0;2;9.21;TRUE
0;0;47.06;176;0;0;41.18;0;FALSE
17.86;17.86;3.57;250;0;12.5;0;2.7055;FALSE
7.14;28.57;53.57;500;7.1;1.79;0;4.0615;FALSE
1.18;0;8.24;35;3.5;0;4.71;5.16175;FALSE
4.51;4.23;4.51;73;2.5;2.25;1.13;5.00325;FALSE
8.33;8.33;31.94;236;1.4;2.78;2.78;4.5255;FALSE
10.59;5.88;15.29;200;1.2;1.18;0;5.8955;FALSE
5.68;14.77;26.14;273;0;6.82;18.18;0;FALSE
0;6.67;6.67;100;0;0;0;4.308;FALSE
13;6;15;160;0;1;0;6.06;TRUE
8.24;4.71;28.24;188;5.9;1.76;1.76;6.194;TRUE
8.93;2.68;48.21;250;1.8;0;1.79;6.1005;TRUE
10;2.5;48.33;267;1.7;0;1.67;6.27275;TRUE
7.14;32.14;53.57;536;3.6;5.36;3.57;1.5675;FALSE
10;15;70;433;10;3.33;23.33;2.55975;FALSE
20;4;60;360;10;0;2;9.21;TRUE
0;30;6.67;300;0;5;6.67;0;FALSE
4.42;7.08;64.6;345;2.7;0.88;0.88;5.05675;FALSE
21.43;2.68;1.79;125;0;0;0;7.91525;TRUE
4.42;17.7;55.75;398;0.9;7.96;26.55;0;FALSE
15;20;60;467;6.7;2.5;18.33;3.09875;FALSE
10;23.33;3.33;267;0;10;3.33;1.10075;FALSE
5.61;4.21;28.97;178;2.8;0;4.67;5.2355;FALSE
12.12;6.06;45.45;273;9.1;0;9.09;6.60025;TRUE
20;50;20;567;10;3.33;3.33;3.52625;FALSE
1.57;1.57;7.09;47;1.6;0;4.72;4.67875;FALSE
8.16;20.41;69.39;490;0;0;36.73;0;FALSE
13.1;47.62;3.57;493;0;13.1;0;0;FALSE
8;10;68;400;12;0;4;6.9;TRUE
