PROTEIN;TOTAL_FAT;CARBS;ENERGY;FIBER;SATURATED_FAT;SUGARS;NUTRI_SCORE;CLASSIFICATION
5;9;34;230;1;4;25;0.2425;FALSE
0;15;10;167;0;1.67;10;1.54075;FALSE
11.11;3.09;70.37;346;13.6;0;3.7;8.436;TRUE
8.16;38.78;42.86;551;8.2;10.2;6.12;0.38025;FALSE
7.14;32.14;50;536;3.6;7.14;3.57;1.1225;FALSE
0;2.22;38.89;178;0;1.11;37.78;0;FALSE
28.57;35.71;0;429;0;14.29;0;2.03475;FALSE
0;0;13.33;67;0;0;13.33;2.98375;FALSE
11.3;3.04;39.13;226;1.7;1.3;2.61;5.958;FALSE
10.62;7.08;38.05;257;0;3.1;5.31;4.24925;FALSE
0;0;66.67;333;0;0;0;4.91675;FALSE
10;1.43;72.86;343;1.4;0;4.29;5.90775;FALSE
9.86;1.41;71.83;352;1.4;0;2.82;6.107;TRUE
0;0;66.67;333;0;0;0;4.91675;FALSE
14.29;0;57.14;286;0;0;14.29;4.9285;FALSE
14.29;7.14;57.14;357;0;0;14.29;4.19675;FALSE
0;0;66.67;333;0;0;0;4.91675;FALSE
12.39;0.44;3.54;71;0;0;0;6.79675;TRUE
10.77;7.69;58.46;354;13.8;3.08;13.85;5.6705;FALSE
6.25;31.25;62.5;562;0;31.25;56.25;0;FALSE
2.63;15.79;65.79;421;0;3.95;39.47;0;FALSE
28.57;53.57;14.29;607;10.7;8.93;3.57;3.14875;FALSE
3.45;20.69;72.41;483;0;6.9;41.38;0;FALSE
4.12;4.71;14.71;118;0;2.94;13.53;2.353;FALSE
7.5;3.75;80;375;5;0;35;1.40625;FALSE
4.12;4.71;14.71;118;0;2.94;13.53;2.353;FALSE
17.86;53.57;25;607;7.1;7.14;3.57;1.26975;FALSE
4;20;60;400;4;4;40;0;FALSE
10.77;9.23;64.62;369;15.4;3.08;20;4.91025;FALSE
13.85;6.15;64.62;354;12.3;1.54;13.85;6.3715;TRUE
10;10;80;350;10;0;40;1.4125;FALSE
0;0;65;250;0;0;60;0;FALSE
27.45;0.98;0;127;0;0;0;8.98775;TRUE
3.33;3.33;11.33;87;0.7;2;10;3.28475;FALSE
0;0;65;250;0;0;60;0;FALSE
3.33;3.33;5.42;67;0;2.08;5;3.87975;FALSE
23.81;1.79;0;119;0;0;0;8.36275;TRUE
4;11;35;260;1;7;23;0;FALSE
1.76;0;4.71;26;1.8;0;1.76;5.3535;FALSE
0;20;20;300;0;10;20;0;FALSE
2.04;0.41;6.12;37;0.4;0;0.41;5.27425;FALSE
3.57;0.71;18.57;93;2.1;0;7.14;4.79025;FALSE
0;40;16.67;433;0;6.67;16.67;0;FALSE
1.75;5.26;31.58;175;1.8;4.39;24.56;0.27125;FALSE
1.75;4.39;33.33;175;1.8;3.51;26.32;0.31425;FALSE
0.95;1.9;25.71;114;1.9;1.43;18.1;2.2315;FALSE
2.99;8.96;29.85;209;3;2.99;22.39;0.99425;FALSE
1.41;7.04;38.03;197;1.4;4.23;30.99;0;FALSE
12.5;28.57;1.79;321;0;7.14;1.79;1.88425;FALSE
6.36;5.65;19.43;155;0.4;3.53;2.83;4.12325;FALSE
0;20;30;300;0;3.33;26.67;0;FALSE
0;3.33;30;150;0;0;20;1.6295;FALSE
21.43;32.14;3.57;393;0;21.43;0;0;FALSE
3.77;16.98;52.83;396;0;7.55;30.19;0;FALSE
2.08;0;4.17;21;2.1;0;2.08;5.41475;FALSE
13.33;33.33;40;500;6.7;3.33;20;1.049;FALSE
10;23.33;53.33;433;13.3;3.33;20;2.88625;FALSE
13.33;30;46.67;467;3.3;5;23.33;0;FALSE
17.86;46.43;32.14;571;3.6;7.14;7.14;0.75725;FALSE
17.86;50;25;607;10.7;5.36;7.14;2.25625;FALSE
1.6;1.2;8;48;1.6;0;4.8;4.708;FALSE
13.64;27.27;54.55;500;4.5;4.55;9.09;2.593;FALSE
17.39;30.43;47.83;522;8.7;4.35;13.04;3.1315;FALSE
12.5;0;75;375;12.5;0;;9.28125;TRUE
0.8;0.8;19.2;88;0.8;0;7.2;4.098;FALSE
2.45;4.49;6.12;73;0.4;1.02;0.41;4.66375;FALSE
3.33;3.33;14.58;104;0;2.08;14.17;2.495;FALSE
25.49;37.25;19.61;510;5.9;4.9;7.84;3.75;FALSE
6.67;0;80;360;2.2;0;0;6.3505;TRUE
6.67;0;80;364;2.2;0;0;6.3495;TRUE
6.67;0;80;364;2.2;0;0;6.3495;TRUE
6.67;0;80;360;2.2;0;0;6.3505;TRUE
6.67;0;80;364;2.2;0;0;6.3495;TRUE
2.22;0;13.33;44;4.4;0;0;6.202;TRUE
0;0;20;81;0.4;0;20;2.05975;FALSE
0.37;0;17.78;70;0.7;0;16.3;2.733;FALSE
0.37;0;17.04;70;0.7;0;18.15;2.4555;FALSE
0.88;0;13.27;62;0.9;0;11.5;3.5715;FALSE
0;0.62;31.25;138;0;0;28.75;0.591;FALSE
0;0;28.75;112;1.2;0;26.25;1.2745;FALSE
0;0;30.71;126;0;0;28.35;0.716;FALSE
10.71;1.79;50;250;0;0;14.29;4.2215;FALSE
10.71;3.57;46.43;250;0;0;14.29;4.0435;FALSE
4.76;14.29;71.43;429;2.4;10.71;33.33;0;FALSE
4.76;14.29;71.43;429;2.4;10.71;33.33;0;FALSE
4.65;13.95;69.77;419;4.7;10.47;32.56;0;FALSE
0;0;3.57;18;3.6;0;0;5.7155;FALSE
9.3;3.49;51.16;279;2.3;0;6.98;5.38925;FALSE
0;0;3.66;10;2.5;;0.56;5.4135;FALSE
0;50;50;500;0;0;0;0;FALSE
2.35;0;7.06;41;2.4;0;3.53;5.29275;FALSE
0;0;73.33;300;0;0;53.33;0;FALSE
13.33;26.67;46.67;467;3.3;3.33;40;0;FALSE
23.33;46.67;20;567;10;16.67;0;1.52325;FALSE
26.67;46.67;20;567;6.7;6.67;0;3.86425;FALSE
0;4.17;5;58;0;1.67;1.67;3.9005;FALSE
14.29;0;57.14;286;14.3;0;0;9.932;TRUE
0;0;66.67;333;0;0;22.22;1.58375;FALSE
17.22;23.84;0.66;298;0;9.93;0;2.642;FALSE
1.67;1.67;5;42;0;0.83;0;4.8655;FALSE
0.8;2;7.2;48;0;0;0.8;4.788;FALSE
3.75;2.08;5.42;54;0;1.25;5;4.2785;FALSE
6;14;8;160;6;2;0;5.16;FALSE
2.38;0;73.81;310;4.8;;69.05;0;FALSE
1.35;1.01;18.92;81;4.1;0;13.51;3.87475;FALSE
3.54;1.33;13.27;80;0;0.88;10.62;3.565;FALSE
7.14;42.86;7.14;429;3.6;5.36;0;1.05775;FALSE
7.14;16.07;21.43;250;3.6;3.57;10.71;2.6225;FALSE
7.14;35.71;14.29;393;3.6;5.36;0;1.78175;FALSE
3.57;14.29;21.43;214;0;3.57;14.29;1.017;FALSE
7.14;46.43;7.14;464;3.6;5.36;0;0.692;FALSE
2.94;13.73;23.53;225;1;7.84;20.59;0;FALSE
3.8;2.95;1.69;51;0.4;0.84;0.42;5.06925;FALSE
4.58;0.83;9.17;62;0;0.42;8.75;4.171;FALSE
3.33;3.33;12;93;0;2;10;3.14325;FALSE
20.42;2.82;0;113;0;0.7;0;7.57775;TRUE
0;0;3.33;17;3.3;0;0;5.65575;FALSE
7.48;7.48;23.36;196;2.8;4.67;4.67;4.017;FALSE
0;0;35;150;0;0;30;0.4625;FALSE
2.65;15.93;54.87;372;0.9;8.85;28.32;0;FALSE
3.12;0;12.5;62;3.1;0;6.25;5.135;FALSE
14.13;45.94;3.53;477;0;17.67;0;0;FALSE
2.33;5.81;41.86;256;0;3.49;25.58;0;FALSE
1.74;0;2.61;13;0.9;0;1.74;5.17675;FALSE
15.42;7.08;10.83;162;0.4;0.62;4.17;5.864;FALSE
8.65;5.77;23.08;183;1;0.96;0.96;5.49075;FALSE
2.94;10.78;28.43;216;0;6.86;23.53;0;FALSE
20;50;23.33;567;13.3;3.33;3.33;4.18625;FALSE
3.06;2.12;7.06;59;1.6;0.94;0.71;5.21075;FALSE
26.19;57.14;2.86;648;10;9.05;0.95;2.6475;FALSE
4.29;5.71;15;129;1.4;3.57;1.43;4.21325;FALSE
7.14;25;64.29;500;7.1;3.57;3.57;3.438;FALSE
7.89;3.95;78.95;395;3.9;1.32;0;6.13975;TRUE
0;6.67;6.67;83;0;0;3.33;3.81275;FALSE
2;18;72;460;2;18;68;0;FALSE
16.67;16.67;53.33;433;10;1.67;3.33;6.80825;TRUE
0;0;7.08;29;0;0;7.08;3.93075;FALSE
3.33;10;73.33;400;0;6.67;50;0;FALSE
54.17;4.17;2.08;292;0;2.08;0;10;TRUE
0;37.21;30.23;442;0;5.81;25.58;0;FALSE
0;0;5.62;23;0;0;5.42;4.18125;FALSE
7.5;13.75;38.75;300;1.2;7.5;5;2.29;FALSE
1.64;4.92;4.92;66;0;2.46;1.64;3.8765;FALSE
11.84;11.84;17.11;224;1.3;1.97;0;5.3035;FALSE
2.5;10;16.67;158;0;5.83;15;0.628;FALSE
0.71;0;16.43;71;0;0;14.29;2.94525;FALSE
2.94;11.76;28.43;235;0;7.84;22.55;0;FALSE
1.67;1.25;10.83;58;2.5;0;6.67;4.6105;FALSE
4.35;4.89;5.43;82;1.6;3.26;3.26;4.159;FALSE
3.92;17.65;25.49;265;1;6.86;18.63;0;FALSE
3.23;25.81;6.45;258;0;16.13;3.23;0;FALSE
6.5;1.25;31;160;2;0.25;0.5;6.0725;TRUE
3.53;16.47;55.29;376;1.2;5.88;37.65;0;FALSE
6.67;1.67;73.33;333;0;1.67;46.67;0;FALSE
1;25;0;240;4;3.6;0;2.49;FALSE
0.83;0;9.17;42;0.4;0;7.08;4.132;FALSE
10;0;80;350;10;0;60;0;FALSE
19.72;16.2;0;225;0;6.34;0;4.69675;FALSE
54.17;4.17;2.08;292;0;2.08;0;10;TRUE
0;0;5.6;20;0;0;4.4;4.335;FALSE
0;0;5.83;23;0;0;5.42;4.18125;FALSE
4.62;0.77;16.15;77;5.4;0;1.54;6.44575;TRUE
12.5;7.5;67.5;375;10;1.25;2.5;7.34375;TRUE
10.48;15.24;20.48;262;0.5;5.24;3.33;3.273;FALSE
3.92;10.78;18.63;186;1;6.86;15.69;0.595;FALSE
0;8.33;6.67;100;0;0;3.33;3.6425;FALSE
33.33;45.83;10.42;583;8.3;22.92;2.08;0.88875;FALSE
0.85;0;7.61;31;0.6;0;5.07;4.47925;FALSE
14.29;14.29;64.29;429;7.1;1.79;3.57;6.04425;TRUE
1.56;0.78;6.25;35;1.6;0;3.91;4.88075;FALSE
1.59;0.79;7.94;36;1.6;0;4.76;4.7565;FALSE
2.4;0.4;12;64;1.6;0;2.4;5.264;FALSE
1.56;1.17;8.59;47;1.6;;5.47;4.60475;FALSE
4;3;11.33;87;0.7;0;8.67;4.11775;FALSE
4;3;4.67;60;0.7;0;2;5.125;FALSE
7.14;75;14.29;714;7.1;12.5;3.57;0;FALSE
2.67;17.33;64;427;0;6.67;50.67;0;FALSE
10;13.33;66.67;433;3.3;0;6.67;4.71825;FALSE
3.33;0;5;38;0;0;5;4.74;FALSE
17.7;15.04;0.88;221;0;6.19;0.88;4.41625;FALSE
0;0;2.75;13;0;0;2.54;4.61575;FALSE
21.57;0.98;60.78;333;15.7;0;1.96;10;TRUE
25;50;21.88;562;9.4;9.38;6.25;2.207;FALSE
4.29;6.06;5.81;96;0.5;2.53;0.25;4.4435;FALSE
1.63;0;0.41;8;0;0;0.41;5.181;FALSE
0;0;1.22;4;0;0;0.82;4.876;FALSE
21.88;46.88;25;562;6.2;9.38;12.5;0.4735;FALSE
0.82;0;0.41;4;0;0;0.41;5.0605;FALSE
0;9.38;0;94;0;0;0;4.0385;FALSE
0.82;0;0;2;0;0;0;5.1225;FALSE
2.67;18.67;64;427;0;6.67;52;0;FALSE
4.76;9.52;76.19;381;0;4.76;33.33;0;FALSE
0;16.13;6.45;194;0;1.61;3.23;2.4515;FALSE
16.96;7.14;3.57;161;0;2.23;0.89;6.09875;TRUE
10;5;73.33;367;13.3;0;;8.56825;TRUE
6.06;18.18;57.58;394;0;3.03;36.36;0;FALSE
0;10;76.67;400;3.3;10;56.67;0;FALSE
12.5;7.5;67.5;375;10;1.25;0;7.71875;TRUE
2;0;12;40;6;0;4;5.89;FALSE
3.33;0;73.33;300;0;0;46.67;0;FALSE
4.69;14.06;73.44;438;0;10.94;48.44;0;FALSE
12.77;9.57;0;149;0;3.19;0;5.12375;FALSE
3.74;10.28;33.64;234;0;6.54;26.17;0;FALSE
20.51;30.77;16.67;423;1.3;12.82;1.28;1.75675;FALSE
14.29;14.29;57.14;429;14.3;0;0;8.46725;TRUE
14.29;14.29;57.14;429;14.3;0;0;8.46725;TRUE
28.57;57.14;14.29;643;14.3;7.14;0;4.48575;FALSE
1.56;1.17;8.59;47;1.6;0;5.47;4.60475;FALSE
1.56;1.56;7.03;47;1.6;0;4.69;4.68275;FALSE
1.57;1.57;8.66;55;1.6;0;4.72;4.67675;FALSE
8.11;14.86;16.22;216;1.4;6.08;1.35;3.234;FALSE
20.71;17.14;14.29;293;0;6.43;12.14;2.89075;FALSE
4.08;14.29;73.47;449;4.1;1.02;22.45;1.26825;FALSE
7.89;11.84;47.37;342;2.6;2.63;2.63;4.382;FALSE
2.04;4.08;6.94;73;0.4;0.61;0.41;4.74575;FALSE
1.63;0.61;6.94;41;1.2;0;1.63;5.16875;FALSE
21.88;46.88;25;562;6.2;7.81;9.38;1.334;FALSE
5.38;0.77;15.38;92;3.8;0;0.77;6.3515;TRUE
0.41;0;0.41;4;0;0;0.41;4.999;FALSE
0;0;35.29;147;0;0;35.29;0;FALSE
7.14;28.57;57.14;500;3.6;3.57;7.14;1.8455;FALSE
28.38;4.73;0;162;0;0.68;0;8.5735;TRUE
24.32;5.41;0;149;0;1.35;0;7.73225;TRUE
25;5.36;0;161;0;0.89;0;7.95125;TRUE
28.24;1.18;0;129;0;0;0;9.08575;TRUE
30.36;0.89;0;125;0;0;0;9.43375;TRUE
0.88;0;8.85;40;0.9;0;7.08;4.24;FALSE
11.11;4.94;69.14;358;14.8;1.23;4.94;7.9945;TRUE
4.71;17.65;57.65;388;4.7;8.24;25.88;0;FALSE
5.26;17.54;57.89;386;5.3;7.89;24.56;0;FALSE
7.14;25;64.29;500;3.6;3.57;0;3.2735;FALSE
0;0;2.08;10;0;0;0;4.9975;FALSE
0;0;76.92;300;0;0;56.92;0;FALSE
16.67;0;50;333;16.7;;16.67;8.25675;TRUE
24;7;24;240;2;0;0;8.24;TRUE
13.89;2.78;75;361;2.8;1.39;52.78;0;FALSE
10.6;14.13;70.67;389;17.7;0;3.53;8.09025;TRUE
4.92;13.11;73.77;426;1.6;8.2;40.98;0;FALSE
2.65;3.1;11.5;88;0;1.77;10.62;3.03;FALSE
6.67;20;73.33;500;0;10;43.33;0;FALSE
1.61;4.84;6.45;81;1.6;0;4.84;4.33125;FALSE
3.33;15;6.67;167;3.3;3.33;0;3.78525;FALSE
0;93.33;0;867;0;86.67;0;0;FALSE
10.71;26.79;3.57;304;0;8.93;1.79;1.3505;FALSE
5.58;6.37;4.78;96;1.6;3.59;1.99;4.3;FALSE
3.92;15.69;25.49;255;1;7.84;20.59;0;FALSE
7.84;2.45;23.53;167;0;0;0.98;5.74225;FALSE
0;0;7.14;18;0;0;3.57;4.46;FALSE
6.67;23.33;70;533;3.3;13.33;33.33;0;FALSE
2.94;12.75;29.41;245;1;6.86;20.59;0;FALSE
9.17;11.67;30;250;3.3;3.75;0;4.8685;FALSE
9.63;15.51;17.11;273;0.5;1.87;1.07;4.29725;FALSE
6.67;33.33;60;567;3.3;23.33;30;0;FALSE
7.14;28.57;64.29;500;10.7;3.57;7.14;3.2655;FALSE
3.23;1.61;41.94;194;3.2;0;0;5.915;FALSE
3;9;27;200;1;6;25;0;FALSE
1.22;1.22;8.16;49;1.2;0.82;2.45;4.71625;FALSE
2;7;30;200;0;6;27;0;FALSE
2.22;0;13.33;67;3.3;0;4.44;5.31025;FALSE
2;9;31;220;0;8;27;0;FALSE
4.62;21.85;28.57;332;0.8;12.61;20.59;0;FALSE
5.31;23.89;27.88;345;0.9;13.72;19.47;0;FALSE
2.38;19.05;61.9;429;0;7.14;47.62;0;FALSE
2.3;20.69;64.37;448;0;8.05;50.57;0;FALSE
28.85;13.46;44.23;385;13.5;2.88;19.23;6.98075;TRUE
10;0;80;350;10;0;60;0;FALSE
35.71;5.36;57.14;393;10.7;0;3.57;10;TRUE
4.67;8.41;35.51;234;0;5.61;23.36;0;FALSE
4.71;21.18;60;447;2.4;7.06;44.71;0;FALSE
3.85;17.95;44.87;359;1.3;12.82;33.33;0;FALSE
0;0;80;350;10;0;70;0;FALSE
17.54;19.3;1.75;263;0;7.89;3.51;3.13625;FALSE
8.33;29.17;58.33;500;2.1;8.33;0;1.545;FALSE
4.17;18.75;70.83;458;0;8.33;50;0;FALSE
3.45;10.34;26.44;218;0;6.9;18.39;0;FALSE
6.67;13.33;26.67;233;0;8.33;26.67;0;FALSE
3.33;1.88;5;50;0.4;0.21;4.17;4.701;FALSE
10.71;2.5;12.86;114;0;0;5.71;5.4715;FALSE
3.41;9.09;29.55;216;0;5.68;21.59;0;FALSE
16.07;3.57;3.57;107;0;0;1.79;6.75825;TRUE
3.7;20.37;25.93;296;0;16.67;24.07;0;FALSE
10.71;21.43;14.29;286;0;10.71;3.57;1.179;FALSE
2.56;12.82;47.44;321;0;7.69;34.62;0;FALSE
3.57;32.14;57.14;536;7.1;3.57;17.86;0.036;FALSE
0.88;3.54;12.39;88;1.8;0.44;7.96;3.812;FALSE
29.41;13.73;45.1;392;13.7;1.96;21.57;6.955;TRUE
12.86;3.57;10.71;129;0.7;2.14;0.71;6.03825;TRUE
35.71;5.36;57.14;393;10.7;0;3.57;10;TRUE
3.57;17.86;57.14;405;0;5.95;40.48;0;FALSE
12.5;0;62.5;312;0;0;25;3.047;FALSE
13.33;5;70;367;3.3;0;6.67;6.06725;TRUE
12.5;7.5;67.5;350;12.5;0;0;8.5375;TRUE
5.71;45.71;45.71;629;2.9;28.57;40;0;FALSE
0;23.08;15.38;231;0;0;7.69;1.48075;FALSE
0;80;0;733;0;33.33;0;0;FALSE
0;20.83;75;500;0;12.5;58.33;0;FALSE
0;16.67;75;500;0;8.33;58.33;0;FALSE
3.53;8.24;60;329;0;1.76;44.71;0;FALSE
2.94;0.88;19.41;100;0;0.59;15.29;2.887;FALSE
16.03;14.74;7.05;231;3.2;7.69;1.92;4.30225;FALSE
14.29;21.43;1.79;268;0;8.93;0;2.701;FALSE
0;0;0.28;0;0;0;0;5;FALSE
2.02;5.24;6.05;77;2.4;0.6;2.42;4.72675;FALSE
7.69;3.85;46.15;269;0;0;3.85;5.12375;FALSE
25.81;51.61;19.35;645;6.5;8.06;12.9;0.89925;FALSE
0;0;10;50;0;0;10;3.4875;FALSE
1.67;1.67;10.83;58;2.5;0;6.67;4.5685;FALSE
25.66;0.88;0;115;0;0;0;8.73225;TRUE
17.86;46.43;28.57;571;3.6;8.93;3.57;0.84525;FALSE
13.1;16.67;27.38;310;1.2;2.38;2.38;4.5085;FALSE
0;25;50;500;0;0;0;2.375;FALSE
0;25;50;500;0;0;0;2.375;FALSE
57.14;42.86;0;643;0;14.29;0;5.55175;FALSE
57.14;35.71;7.14;571;0;14.29;7.14;5.21375;FALSE
4.17;12.5;58.33;354;0;2.08;39.58;0;FALSE
0;0;80;350;10;0;70;0;FALSE
0;0;0.83;4;0;0;0.83;4.8745;FALSE
3.75;0.21;0;17;0;0;0;5.53725;FALSE
0.42;0;0;2;0;0;0;5.0625;FALSE
0.83;0;0;4;0;0;0;5.1235;FALSE
3.03;0;6.06;30;0;0;3.03;4.9925;FALSE
0;33.33;0;333;0;20;0;0;FALSE
3.33;2.08;4.58;50;0;1.25;4.58;4.2795;FALSE
0;16.67;16.67;250;0;16.67;16.67;0;FALSE
11.63;3.49;46.51;233;7;0;6.98;6.69025;TRUE
15.38;1.92;42.31;231;7.7;0;3.85;8.01975;TRUE
11.54;3.85;50;269;3.8;0;7.69;5.88525;FALSE
11.32;24.53;1.89;283;0;11.32;0;1.34425;FALSE
2.14;8.57;19.29;164;2.1;1.43;4.29;3.842;FALSE
2.99;20.9;31.34;328;3;13.43;22.39;0;FALSE
10.87;4.35;45.65;239;6.5;0;4.35;6.78325;TRUE
9.52;7.94;47.62;302;3.2;1.59;4.76;5.087;FALSE
6.67;0;77.78;400;0;0;0;5.9005;FALSE
1.21;0;11.52;48;3.3;0;6.97;4.784;FALSE
19.09;10.91;10.91;200;4.5;4.55;0.91;6.3485;TRUE
9.38;4.69;78.12;375;6.2;0;18.75;4.27175;FALSE
6.38;12.77;72.34;426;2.1;1.06;25.53;0.899;FALSE
39.66;17.24;31.03;431;1.7;7.76;8.62;6.22425;TRUE
12.28;15.79;52.63;386;12.3;3.51;15.79;4.3805;FALSE
23.21;1.79;50;321;10.7;0;1.79;10;TRUE
0;0;1.25;4;0;0;0.83;4.8745;FALSE
0;0;0.42;2;0;0;0.42;4.9365;FALSE
0;0;0.42;2;0;0;0.42;4.9365;FALSE
10;73.33;13.33;700;10;6.67;3.33;0;FALSE
16.36;1.82;5.45;91;0;0;3.64;6.70325;TRUE
27.5;27.5;37.5;500;17.5;10;15;5;FALSE
2.82;1.06;6.34;42;2.8;0;0.7;5.7615;FALSE
3.33;50;3.33;467;0;8.33;3.33;0;FALSE
21.43;50;21.43;607;10.7;3.57;3.57;3.77475;FALSE
16.36;2.73;3.64;109;0;0;1.82;6.88075;TRUE
9.23;13.08;22.31;246;0.8;6.15;3.08;3.1755;FALSE
2.35;0;3.53;24;2.4;0;0;5.8265;FALSE
4;11;9;140;3;1.5;3;4.24;FALSE
20.35;0.44;0;88;0;0;0;7.9865;TRUE
7.14;28.57;14.29;321;3.6;3.57;3.57;2.42575;FALSE
7.14;25;10.71;321;3.6;3.57;3.57;2.78275;FALSE
7.14;25;14.29;321;3.6;3.57;3.57;2.78275;FALSE
7.14;28.57;14.29;357;3.6;3.57;3.57;2.41675;FALSE
20.35;0.44;0;88;0;0;0;7.9865;TRUE
0;16.13;6.45;161;0;1.61;0;2.94425;FALSE
8.93;8.93;5.8;143;1.3;2.68;0.89;4.86725;FALSE
7.14;25;17.86;321;3.6;3.57;3.57;2.78275;FALSE
2.5;0;80;300;2.5;0;60;0;FALSE
8.77;6.14;47.37;281;7;3.51;7.02;5.10075;FALSE
6.58;5.26;30.26;197;2.6;1.32;3.95;5.00925;FALSE
7.14;21.43;53.57;429;7.1;3.57;46.43;0;FALSE
12.5;3.75;77.5;375;15;0;0;9.40625;TRUE
0;0;40;157;1.4;0;34.29;0.09725;FALSE
0;25;50;500;0;0;0;2.375;FALSE
4.62;0;13.85;77;3.8;0;0;6.43375;TRUE
4.62;0;13.08;69;2.3;0;0;6.13575;TRUE
4.62;0;12.31;69;3.8;0;0.77;6.32025;TRUE
4.62;0.77;16.15;92;4.6;0;2.31;6.1665;TRUE
6.67;13.33;76.67;433;0;3.33;23.33;0.22725;FALSE
2.35;0;4.71;24;2.4;0;1.18;5.6495;FALSE
10.53;7.89;73.68;421;5.3;2.63;5.26;5.29875;FALSE
3.33;0.83;12.5;58;5;0;0.83;6.2775;TRUE
0.84;0;6.72;29;1.7;0;3.36;4.95475;FALSE
5.26;24.56;50.88;439;1.8;14.04;21.05;0;FALSE
0.42;1.25;0.42;15;0.4;0;0;5.01425;FALSE
2.3;10.34;24.14;195;0;6.9;17.24;0;FALSE
11.43;6.43;19.29;179;0.7;1.43;7.14;4.73825;FALSE
8.45;2.82;30.99;183;1.4;0;5.63;5.37525;FALSE
2.86;14.29;31.43;257;1.4;6.43;22.86;0;FALSE
2.14;10;15;157;1.4;2.14;2.14;3.70575;FALSE
11.43;3.21;20;164;0;0.36;5;5.5125;FALSE
17.54;19.3;1.75;263;0;7.89;3.51;3.13625;FALSE
4.71;22.35;36.47;365;1.2;10.59;23.53;0;FALSE
10;2;62;300;4;0.4;2;6.625;TRUE
3.85;15.38;69.23;423;3.8;7.69;42.31;0;FALSE
10;2;3.33;73;0;1.33;1.33;5.74975;FALSE
21.05;31.58;7.02;386;0;12.28;3.51;1.3065;FALSE
7.14;2.14;20.71;121;0;0.71;10;4.14925;FALSE
10.71;3.57;16.43;150;0;0.36;6.43;5.1575;FALSE
16.07;2.68;1.79;89;0;0.89;1.79;6.62925;TRUE
4.65;32.56;58.14;535;2.3;30.23;53.49;0;FALSE
2.35;0;20;94;2.4;0;1.18;5.632;FALSE
2.35;9.41;24.71;188;2.4;1.76;0;4.4045;FALSE
1.18;0;12.94;59;2.4;0;1.18;5.46525;FALSE
8.33;16.67;70.83;458;0;14.58;33.33;0;FALSE
8.33;16.67;70.83;458;0;14.58;33.33;0;FALSE
3.53;15.29;69.41;435;0;11.76;44.71;0;FALSE
3.33;11.67;76.67;433;0;5;53.33;0;FALSE
3.53;15.29;69.41;435;0;11.76;44.71;0;FALSE
9.01;1.8;59.46;297;2.7;0.45;11.71;4.76825;FALSE
8;0;78;360;2;0;0;6.51;TRUE
10;2;78;380;4;0;2;6.705;TRUE
2.67;20;68;467;0;8;56;0;FALSE
2.94;11.76;26.47;225;0;6.86;20.59;0;FALSE
17.86;46.43;28.57;571;3.6;8.93;3.57;0.84525;FALSE
8.33;33.33;25;417;16.7;16.67;0;1.98475;FALSE
8.57;10;40;300;1.4;1.43;2.86;4.704;FALSE
11.11;0;66.67;278;11.1;;11.11;7.1505;TRUE
11.54;3.85;61.54;308;3.8;0;7.69;5.8755;FALSE
2.94;11.76;24.51;216;1;7.84;20.59;0;FALSE
25.93;5.56;62.96;407;9.3;0.93;20.37;6.80375;TRUE
7.69;3.85;50;269;3.8;0;7.69;5.30775;FALSE
17.86;46.43;28.57;571;3.6;8.93;3.57;0.84525;FALSE
0;0;42.11;184;0;0;36.84;0;FALSE
2.94;12.75;27.45;235;1;7.84;21.57;0;FALSE
3.92;15.69;20.59;235;1;6.86;17.65;0;FALSE
3.92;12.75;20.59;206;1;6.86;15.69;0.393;FALSE
3.39;20.34;52.54;407;0;10.17;28.81;0;FALSE
10.34;5.17;62.07;310;3.4;3.45;17.24;3.188;FALSE
5.8;15.94;46.38;348;1.4;2.17;26.09;0.013;FALSE
0.88;0;15.04;62;0.9;0;12.39;3.438;FALSE
4.41;19.12;51.47;397;1.5;4.41;32.35;0;FALSE
4.55;15.15;54.55;364;3;4.55;36.36;0;FALSE
3.92;27.45;47.06;431;0;17.65;27.45;0;FALSE
4.72;14.15;54.72;358;2.8;4.25;35.85;0;FALSE
2.94;14.71;27.45;245;1;8.82;22.55;0;FALSE
9.43;11.95;28.93;264;1.3;6.29;6.92;2.803;FALSE
8.05;9.4;32.21;248;1.3;4.7;6.71;3.284;FALSE
0;0;0;0;0;0;0;5;FALSE
13.51;16.22;54.05;405;16.2;4.05;21.62;4.28775;FALSE
17.5;37.5;32.5;475;20;7.5;2.5;5.50625;FALSE
14.53;12.82;21.37;256;1.7;5.13;1.71;4.6345;FALSE
4.35;17.39;69.57;457;0;10.87;58.7;0;FALSE
7.14;32.14;53.57;500;3.6;7.14;7.14;0.596;FALSE
4.62;0;19.23;100;4.6;0;7.69;5.4345;FALSE
0;13.33;10;167;6.7;0;3.33;4.46575;FALSE
7.14;35.71;50;536;3.6;7.14;0;1.301;FALSE
2.5;0;80;350;0;0;55;0;FALSE
4.17;2.08;6.25;58;0;1.25;5.83;4.216;FALSE
13.3;7.3;17.6;189;2.6;4.29;2.58;5.27825;FALSE
7.14;32.14;57.14;536;3.6;7.14;0;1.658;FALSE
0;0;15.56;67;2.2;0;12.22;3.59025;FALSE
0;0;0;0;0;0;0;5;FALSE
4.17;20.83;70.83;500;4.2;14.58;41.67;0;FALSE
